dataset	n_runs	ari_mean	ari_std	ari_median	ari_min	ari_max
DE_Luchow_Dannenberg_Dataset_re	100	0.6547925091177207	0.20017796734204268	0.6741888240268983	0.23479398299542184	1.0
DE_Luneburg_District_Dataset_re	100	0.8239799710219856	0.21110785908244736	0.8424804892415896	0.09239320794944034	1.0
DE_Luneburg_Region_Dataset_Rev	100	0.6707763290229036	0.31456750993453053	0.656556645851918	-0.04395604395604396	1.0
TR_Babaeski_Dataset_rev	100	0.9749982075136421	0.06002519533581338	1.0	0.7422522246087757	1.0
TR_Luleburgaz_Dataset_rev	100	0.8396352091996816	0.13739863397716656	0.8938191401342199	0.3355845578169207	1.0
TR_Trakya_region_dataset_rev	100	0.6231225010338551	0.22898873960751692	0.5471196454948302	0.3048016701461378	1.0
