Cut-off	jaccard_top_3	jaccard_top_5	jaccard_top_7	jaccard_top_10	Spearman
2.0	0.9999	0.9120571428571428	0.9956055555555555	0.9999272727272728	0.9731290909090908
2.5	0.8785	0.8147095238095239	0.7201578787878787	0.9652363636363636	0.7781454545454546
3.0	0.51064	0.46440952380952366	0.556741313131313	0.9936363636363637	0.4036727272727273
