Cut-off	jaccard_top_3	jaccard_top_5	jaccard_top_7	jaccard_top_10	Spearman
2.0	0.9923	0.9953333333333332	0.8973166666666668	0.9097454545454546	0.9612200000000001
2.5	0.9901399999999999	0.9673007936507937	0.7920511111111112	0.8213454545454544	0.8814527272727273
3.0	0.8862400000000001	0.6471579365079366	0.6068913131313131	0.8264	0.6300927272727272
